Date,Cases,Deaths,Population
2020-01-22,0,0,39512223
2020-01-23,0,0,39512223
2020-01-24,0,0,39512223
2020-01-25,0,0,39512223
2020-01-26,2,0,39512223
2020-01-27,2,0,39512223
2020-01-28,2,0,39512223
2020-01-29,2,0,39512223
2020-01-30,2,0,39512223
2020-01-31,3,0,39512223
2020-02-01,3,0,39512223
2020-02-02,3,0,39512223
2020-02-03,6,0,39512223
2020-02-04,6,0,39512223
2020-02-05,6,0,39512223
2020-02-06,6,0,39512223
2020-02-07,6,0,39512223
2020-02-08,6,0,39512223
2020-02-09,6,0,39512223
2020-02-10,6,0,39512223
2020-02-11,7,0,39512223
2020-02-12,7,0,39512223
2020-02-13,8,0,39512223
2020-02-14,8,0,39512223
2020-02-15,8,0,39512223
2020-02-16,8,0,39512223
2020-02-17,9,0,39512223
2020-02-18,10,0,39512223
2020-02-19,10,0,39512223
2020-02-20,10,0,39512223
2020-02-21,10,0,39512223
2020-02-22,10,0,39512223
2020-02-23,10,0,39512223
2020-02-24,11,0,39512223
2020-02-25,12,0,39512223
2020-02-26,13,0,39512223
2020-02-27,13,0,39512223
2020-02-28,13,0,39512223
2020-02-29,13,0,39512223
2020-03-01,19,0,39512223
2020-03-02,23,0,39512223
2020-03-03,29,0,39512223
2020-03-04,40,1,39512223
2020-03-05,50,1,39512223
2020-03-06,68,1,39512223
2020-03-07,94,1,39512223
2020-03-08,113,1,39512223
2020-03-09,136,2,39512223
2020-03-10,158,2,39512223
2020-03-11,183,4,39512223
2020-03-12,226,5,39512223
2020-03-13,279,4,39512223
2020-03-14,335,5,39512223
2020-03-15,374,6,39512223
2020-03-16,533,6,39512223
2020-03-17,617,8,39512223
2020-03-18,793,16,39512223
2020-03-19,983,20,39512223
2020-03-20,1244,23,39512223
2020-03-21,1396,26,39512223
2020-03-22,1697,36,39512223
2020-03-23,2073,40,39512223
2020-03-24,2501,51,39512223
2020-03-25,3013,66,39512223
2020-03-26,3879,80,39512223
2020-03-27,4549,100,39512223
2020-03-28,7514,188,39512223
2020-03-29,5495,133,39512223
2020-03-30,6864,149,39512223
2020-03-31,8011,170,39512223
2020-04-01,9265,199,39512223
2020-04-02,10764,236,39512223
2020-04-03,12088,276,39512223
2020-04-04,12834,293,39512223
2020-04-05,14489,343,39512223
2020-04-06,15999,371,39512223
2020-04-07,17096,424,39512223
2020-04-08,18576,487,39512223
2020-04-09,19536,539,39512223
2020-04-10,20752,577,39512223
2020-04-11,21461,599,39512223
2020-04-12,22204,632,39512223
2020-04-13,23406,696,39512223
2020-04-14,24544,781,39512223
2020-04-15,26356,873,39512223
2020-04-16,27578,955,39512223
2020-04-17,29296,1023,39512223
2020-04-18,30642,1127,39512223
2020-04-19,31307,1161,39512223
2020-04-20,33562,1201,39512223
2020-04-21,35753,1289,39512223
2020-04-22,37748,1415,39512223
2020-04-23,39596,1505,39512223
2020-04-24,41466,1587,39512223
2020-04-25,42432,1662,39512223
2020-04-26,43735,1694,39512223
2020-04-27,45313,1734,39512223
2020-04-28,46828,1829,39512223
2020-04-29,49223,1912,39512223
2020-04-30,50711,2001,39512223
2020-05-01,52545,2097,39512223
2020-05-02,53883,2159,39512223
2020-05-03,55250,2201,39512223
2020-05-04,56611,2246,39512223
2020-05-05,59201,2359,39512223
2020-05-06,61080,2443,39512223
2020-05-07,63005,2512,39512223
2020-05-08,65130,2603,39512223
2020-05-09,67261,2674,39512223
2020-05-10,68452,2714,39512223
2020-05-11,69957,2774,39512223
2020-05-12,71645,2867,39512223
2020-05-13,73677,2947,39512223
2020-05-14,75455,3045,39512223
2020-05-15,77399,3127,39512223
2020-05-16,79469,3193,39512223
2020-05-17,81055,3228,39512223
2020-05-18,82501,3262,39512223
2020-05-19,84648,3378,39512223
2020-05-20,86926,3471,39512223
2020-05-21,89235,3557,39512223
2020-05-22,91479,3618,39512223
2020-05-23,93546,3684,39512223
2020-05-24,95332,3703,39512223
2020-05-25,97444,3717,39512223
2020-05-26,99913,3746,39512223
2020-05-27,102576,3850,39512223
2020-05-28,104736,3938,39512223
2020-05-29,107877,4015,39512223
2020-05-30,111532,4078,39512223
2020-05-31,113865,4113,39512223
2020-06-01,116302,4161,39512223
2020-06-02,118723,4252,39512223
2020-06-03,120943,4324,39512223
2020-06-04,123973,4402,39512223
2020-06-05,127103,4473,39512223
2020-06-06,129910,4545,39512223
2020-06-07,132445,4570,39512223
2020-06-08,134701,4599,39512223
2020-06-09,137513,4696,39512223
2020-06-10,140612,4805,39512223
2020-06-11,143622,4870,39512223
2020-06-12,147425,4906,39512223
2020-06-13,150675,4992,39512223
2020-06-14,153225,5014,39512223
2020-06-15,155541,5033,39512223
2020-06-16,159306,5096,39512223
2020-06-17,163854,5178,39512223
2020-06-18,168515,5272,39512223
2020-06-19,172742,5341,39512223
2020-06-20,177444,5424,39512223
2020-06-21,181622,5447,39512223
2020-06-22,187538,5468,39512223
2020-06-23,195433,5519,39512223
2020-06-24,201094,5627,39512223
2020-06-25,206574,5727,39512223
2020-06-26,213089,5794,39512223
2020-06-27,217376,5820,39512223
2020-06-28,223540,5856,39512223
2020-06-29,230696,5894,39512223
2020-06-30,240802,5990,39512223
2020-07-01,248148,6076,39512223
2020-07-02,256064,6198,39512223
2020-07-03,261503,6257,39512223
2020-07-04,266870,6273,39512223
2020-07-05,277968,6308,39512223
2020-07-06,284348,6369,39512223
2020-07-07,295492,6483,39512223
2020-07-08,303368,6631,39512223
2020-07-09,311526,6797,39512223
2020-07-10,319862,6907,39512223
2020-07-11,328120,7002,39512223
2020-07-12,335708,7028,39512223
2020-07-13,343569,7054,39512223
2020-07-14,354668,7182,39512223
2020-07-15,363222,7300,39512223
2020-07-16,373194,7428,39512223
2020-07-17,382114,7535,39512223
2020-07-18,390677,7652,39512223
2020-07-19,397406,7673,39512223
2020-07-20,406812,7697,39512223
2020-07-21,418978,7816,39512223
2020-07-22,430576,7977,39512223
2020-07-23,439449,8135,39512223
2020-07-24,449506,8265,39512223
2020-07-25,457557,8392,39512223
2020-07-26,464208,8435,39512223
2020-07-27,470338,8470,39512223
2020-07-28,480348,8530,39512223
2020-07-29,491133,8779,39512223
2020-07-30,499521,8967,39512223
2020-07-31,506927,9124,39512223
2020-08-01,515543,9280,39512223
2020-08-02,521114,9362,39512223
2020-08-03,525720,9390,39512223
2020-08-04,531883,9551,39512223
2020-08-05,537626,9690,39512223
2020-08-06,546010,9847,39512223
2020-08-07,553697,10022,39512223
2020-08-08,561956,10208,39512223
2020-08-09,569313,10291,39512223
2020-08-10,580769,10325,39512223
2020-08-11,591006,10437,39512223
2020-08-12,599328,10676,39512223
2020-08-13,605436,10770,39512223
2020-08-14,619801,11016,39512223
2020-08-15,627458,11124,39512223
2020-08-16,633581,11152,39512223
2020-08-17,638248,11185,39512223
2020-08-18,644713,11347,39512223
2020-08-19,650705,11516,39512223
2020-08-20,656276,11648,39512223
2020-08-21,662858,11806,39512223
2020-08-22,669330,11991,39512223
2020-08-23,674344,12020,39512223
2020-08-24,678831,12071,39512223
2020-08-25,684944,12220,39512223
2020-08-26,689300,12366,39512223
2020-08-27,694735,12535,39512223
2020-08-28,699733,12643,39512223
2020-08-29,705610,12799,39512223
2020-08-30,709746,12826,39512223
2020-08-31,713644,12861,39512223
2020-09-01,717892,13011,39512223
2020-09-02,723158,13163,39512223
2020-09-03,728243,13343,39512223
2020-09-04,733227,13505,39512223
2020-09-05,738059,13611,39512223
2020-09-06,741080,13630,39512223
2020-09-07,743648,13681,39512223
2020-09-08,745445,13759,39512223
2020-09-09,748875,13874,39512223
2020-09-10,752275,13992,39512223
2020-09-11,756521,14122,39512223
2020-09-12,761084,14251,39512223
2020-09-13,763934,14278,39512223
2020-09-14,766400,14324,39512223
2020-09-15,769415,14473,39512223
2020-09-16,772838,14581,39512223
2020-09-17,776614,14686,39512223
2020-09-18,780948,14827,39512223
2020-09-19,785095,14906,39512223
2020-09-20,788330,14911,39512223
2020-09-21,791172,14942,39512223
2020-09-22,794466,15078,39512223
2020-09-23,797833,15193,39512223
2020-09-24,801454,15288,39512223
2020-09-25,805711,15396,39512223
2020-09-26,809749,15463,39512223
2020-09-27,812571,15483,39512223
2020-09-28,814883,15494,39512223
2020-09-29,818277,15684,39512223
2020-09-30,821473,15784,39512223
2020-10-01,824977,15918,39512223
2020-10-02,829122,15985,39512223
2020-10-03,833380,16048,39512223
2020-10-04,836165,16068,39512223
2020-10-05,838016,16094,39512223
2020-10-06,840992,16177,39512223
2020-10-07,844889,16266,39512223
2020-10-08,848809,16332,39512223
2020-10-09,853017,16413,39512223
2020-10-10,856819,16500,39512223
2020-10-11,860192,16513,39512223
2020-10-12,862829,16524,39512223
2020-10-13,865701,16565,39512223
2020-10-14,869185,16665,39512223
2020-10-15,872473,16754,39512223
2020-10-16,875677,16842,39512223
2020-10-17,878695,16913,39512223
2020-10-18,882136,16908,39512223
2020-10-19,885535,16925,39512223
2020-10-20,889413,17006,39512223
2020-10-21,892595,17137,39512223
2020-10-22,898964,17193,39512223
2020-10-23,905183,17237,39512223
2020-10-24,910428,17281,39512223
2020-10-25,913388,17295,39512223
2020-10-26,916782,17314,39512223
2020-10-27,921479,17422,39512223
2020-10-28,925861,17484,39512223
2020-10-29,930253,17513,39512223
2020-10-30,935564,17575,39512223
2020-10-31,940262,17636,39512223
2020-11-01,944472,17657,39512223
2020-11-02,948973,17671,39512223
2020-11-03,954691,17740,39512223
2020-11-04,959877,17805,39512223
2020-11-05,966950,17869,39512223
2020-11-06,973277,17919,39512223
2020-11-07,982135,17981,39512223
2020-11-08,987977,17986,39512223
2020-11-09,994122,18025,39512223
2020-11-10,1002364,18061,39512223
2020-11-11,1009771,18103,39512223
2020-11-12,1017461,18132,39512223
2020-11-13,1027928,18212,39512223
2020-11-14,1039253,18275,39512223
2020-11-15,1048681,18298,39512223
2020-11-16,1058839,18324,39512223
2020-11-17,1070248,18376,39512223
2020-11-18,1082714,18482,39512223
2020-11-19,1097038,18571,39512223
2020-11-20,1113281,18662,39512223
2020-11-21,1128351,18742,39512223
2020-11-22,1136599,18786,39512223
2020-11-23,1153601,18817,39512223
2020-11-24,1172922,18926,39512223
2020-11-25,1188646,19020,39512223
2020-11-26,1201274,19081,39512223
2020-11-27,1214101,19148,39512223
2020-11-28,1229991,19185,39512223
2020-11-29,1244151,19218,39512223
2020-11-30,1259126,19252,39512223
2020-12-01,1282752,19370,39512223
2020-12-02,1303452,19494,39512223
2020-12-03,1327956,19678,39512223
2020-12-04,1355126,19816,39512223
2020-12-05,1385682,19944,39512223
2020-12-06,1410546,20047,39512223
2020-12-07,1436431,20110,39512223
2020-12-08,1470735,20280,39512223
2020-12-09,1502708,20482,39512223
2020-12-10,1541257,20651,39512223
2020-12-11,1578986,20843,39512223
2020-12-12,1610803,21006,39512223
2020-12-13,1641382,21101,39512223
2020-12-14,1674742,21205,39512223
2020-12-15,1729978,21453,39512223
2020-12-16,1786100,21847,39512223
2020-12-17,1830533,22119,39512223
2020-12-18,1876103,22390,39512223
2020-12-19,1921351,22634,39512223
2020-12-20,1958292,22768,39512223
2020-12-21,1995695,22883,39512223
2020-12-22,2035315,23159,39512223
2020-12-23,2075986,23466,39512223
2020-12-24,2120381,23803,39512223
2020-12-25,2147293,23945,39512223
2020-12-26,2198925,24206,39512223
2020-12-27,2231986,24279,39512223
2020-12-28,2269314,24420,39512223
2020-12-29,2306370,24845,39512223
2020-12-30,2327256,25461,39512223
2020-12-31,2384723,25884,39512223
2021-01-01,2434974,26298,39512223
2021-01-02,2481297,26579,39512223
2021-01-03,2512668,26661,39512223
2021-01-04,2549563,26940,39512223
2021-01-05,2584826,27360,39512223
2021-01-06,2623944,27932,39512223
2021-01-07,2675592,28482,39512223
2021-01-08,2728276,29115,39512223
2021-01-09,2776975,29638,39512223
2021-01-10,2815867,30038,39512223
2021-01-11,2853985,30257,39512223
2021-01-12,2892918,30851,39512223
2021-01-13,2930185,31377,39512223
2021-01-14,2973019,31837,39512223
2021-01-15,3014496,32441,39512223
2021-01-16,3055886,32991,39512223
2021-01-17,3085760,33324,39512223
2021-01-18,3111576,33512,39512223
2021-01-19,3136350,33889,39512223
2021-01-20,3157509,34524,39512223
2021-01-21,3180759,35202,39512223
2021-01-22,3203927,35713,39512223
2021-01-23,3228226,36406,39512223
2021-01-24,3254114,36641,39512223
2021-01-25,3271191,36868,39512223
2021-01-26,3289772,37541,39512223
2021-01-27,3307444,38234,39512223
2021-01-28,3327903,38838,39512223
2021-01-29,3347681,39486,39512223
2021-01-30,3367408,40079,39512223
2021-01-31,3383758,40419,39512223
2021-02-01,3396856,40617,39512223
2021-02-02,3409001,41171,39512223
2021-02-03,3422935,41774,39512223
2021-02-04,3437545,42531,39512223
2021-02-05,3451272,43150,39512223
2021-02-06,3466348,43588,39512223
2021-02-07,3477879,43860,39512223
2021-02-08,3487269,44044,39512223
2021-02-09,3497033,44555,39512223
2021-02-10,3506169,45114,39512223
2021-02-11,3517140,45649,39512223
2021-02-12,3526882,46067,39512223
2021-02-13,3537187,46586,39512223
2021-02-14,3543968,46817,39512223
2021-02-15,3549753,46876,39512223
2021-02-16,3554871,47184,39512223
2021-02-17,3561327,47631,39512223
2021-02-18,3568734,48085,39512223
2021-02-19,3576426,48555,39512223
2021-02-20,3583985,48970,39512223
2021-02-21,3589116,49209,39512223
2021-02-22,3593197,49315,39512223
2021-02-23,3599267,49668,39512223
2021-02-24,3605302,50831,39512223
2021-02-25,3611326,51315,39512223
2021-02-26,3617392,51751,39512223
2021-02-27,3622725,51927,39512223
2021-02-28,3626629,52179,39512223
2021-03-01,3629660,52297,39512223
2021-03-02,3633921,52587,39512223
2021-03-03,3638297,52952,39512223
2021-03-04,3643748,53343,39512223
2021-03-05,3649275,53687,39512223
2021-03-06,3654074,53987,39512223
2021-03-07,3657770,54098,39512223
2021-03-08,3660780,54168,39512223
2021-03-09,3664212,54444,39512223
2021-03-10,3667909,54701,39512223
2021-03-11,3671787,54973,39512223
2021-03-12,3676385,55192,39512223
2021-03-13,3678466,55396,39512223
2021-03-14,3681073,55506,39512223
2021-03-15,3682738,55559,39512223
2021-03-16,3685330,55759,39512223
2021-03-17,3688688,55980,39512223
2021-03-18,3692267,56220,39512223
2021-03-19,3695629,56297,39512223
2021-03-20,3699053,56316,39512223
2021-03-21,3701189,56721,39512223
2021-03-22,3703302,56794,39512223
2021-03-23,3705505,57020,39512223
2021-03-24,3708305,57267,39512223
2021-03-25,3711174,57526,39512223
2021-03-26,3714701,57773,39512223
2021-03-27,3717806,57987,39512223
2021-03-28,3720238,58066,39512223
2021-03-29,3722513,58092,39512223
2021-03-30,3724672,58228,39512223
2021-03-31,3727253,58377,39512223
2021-04-01,3729907,58563,39512223
2021-04-02,3734798,58713,39512223
2021-04-03,3736599,58797,39512223
2021-04-04,3738230,58844,39512223
2021-04-05,3741525,58877,39512223
2021-04-06,3743960,58967,39512223
2021-04-07,3746401,59076,39512223
2021-04-08,3749186,59210,39512223
2021-04-09,3754339,59385,39512223
2021-04-10,3759644,59485,39512223
2021-04-11,3762711,59535,39512223
2021-04-12,3764512,59552,39512223
2021-04-13,3767188,59633,39512223
2021-04-14,3769521,59757,39512223
2021-04-15,3772212,59845,39512223
2021-04-16,3775299,59951,39512223
2021-04-17,3778112,60034,39512223
2021-04-18,3780219,60073,39512223
2021-04-19,3781967,60082,39512223
2021-04-20,3784338,60161,39512223
2021-04-21,3786940,60253,39512223
2021-04-22,3789003,60345,39512223
2021-04-23,3790067,60413,39512223
2021-04-24,3792410,60475,39512223
2021-04-25,3794549,60513,39512223
2021-04-26,3796285,60514,39512223
2021-04-27,3798103,60556,39512223
2021-04-28,3799797,60621,39512223
2021-04-29,3801766,60726,39512223
2021-04-30,3804036,60875,39512223
2021-05-01,3806438,60992,39512223
2021-05-02,3808072,61037,39512223
2021-05-03,3809549,61039,39512223
2021-05-04,3811175,61090,39512223
2021-05-05,3812749,61148,39512223
2021-05-06,3815538,61232,39512223
2021-05-07,3817678,61302,39512223
2021-05-08,3819558,61367,39512223
2021-05-09,3821029,61391,39512223
2021-05-10,3822239,61396,39512223
2021-05-11,3823674,61430,39512223
2021-05-12,3825277,61465,39512223
2021-05-13,3827283,61507,39512223
2021-05-14,3829304,61532,39512223
2021-05-15,3830829,61587,39512223
2021-05-16,3831911,61610,39512223
2021-05-17,3832699,61615,39512223
2021-05-18,3833766,61644,39512223
2021-05-19,3835190,61685,39512223
2021-05-20,3836990,61736,39512223
2021-05-21,3838354,61794,39512223
2021-05-22,3839725,61828,39512223
2021-05-23,3840867,61843,39512223
2021-05-24,3841583,61853,39512223
2021-05-25,3842918,61905,39512223
2021-05-26,3844449,61938,39512223
2021-05-27,3849645,62091,39512223
2021-05-28,3851029,62103,39512223
2021-05-29,3852309,62121,39512223
2021-05-30,3853019,62128,39512223
2021-05-31,3853498,62135,39512223
2021-06-01,3854082,62159,39512223
2021-06-02,3854995,62199,39512223
2021-06-03,3856181,62278,39512223
2021-06-04,3857426,62332,39512223
2021-06-05,3858628,62563,39512223
2021-06-06,3859569,62581,39512223
2021-06-07,3860426,62583,39512223
2021-06-08,3861457,62591,39512223
2021-06-09,3862414,62634,39512223
2021-06-10,3863647,62665,39512223
2021-06-11,3864743,62591,39512223
2021-06-12,3865722,62593,39512223
2021-06-13,3866363,62588,39512223
2021-06-14,3867305,62597,39512223
2021-06-15,3868110,62612,39512223
2021-06-16,3868995,62633,39512223
2021-06-17,3870305,62663,39512223
2021-06-18,3871311,62695,39512223
2021-06-19,3872473,62725,39512223
2021-06-20,3873580,62733,39512223
2021-06-21,3874412,62743,39512223
2021-06-22,3875239,62782,39512223
2021-06-23,3876758,62851,39512223
2021-06-24,3878803,62923,39512223
2021-06-25,3880607,62982,39512223
2021-06-26,3882835,63022,39512223
2021-06-27,3884051,63034,39512223
2021-06-28,3885181,63040,39512223
2021-06-29,3881241,63064,39512223
2021-06-30,3882991,63138,39512223
2021-07-01,3884787,63178,39512223
2021-07-02,3885571,63187,39512223
2021-07-03,3886251,63187,39512223
2021-07-04,3886807,63187,39512223
2021-07-05,3890728,63252,39512223
2021-07-06,3892650,63292,39512223
2021-07-07,3894472,63345,39512223
2021-07-08,3896976,63403,39512223
2021-07-09,3898300,63419,39512223
2021-07-10,3899585,63420,39512223
2021-07-11,3905912,63494,39512223
2021-07-12,3909426,63520,39512223
2021-07-13,3914217,63540,39512223
2021-07-14,3917994,63566,39512223
2021-07-15,3921216,63636,39512223
2021-07-16,3924909,63640,39512223
2021-07-17,3926907,63640,39512223
2021-07-18,3936858,63674,39512223
2021-07-19,3942496,63696,39512223
2021-07-20,3950000,63701,39512223
2021-07-21,3956207,63731,39512223
2021-07-22,3964493,63766,39512223
2021-07-23,3965555,63789,39512223
2021-07-24,3971305,63791,39512223
2021-07-25,3986425,63835,39512223
2021-07-26,3995711,63856,39512223
2021-07-27,4003740,63886,39512223
2021-07-28,4011829,63923,39512223
2021-07-29,4022585,63968,39512223
2021-07-30,4027259,63983,39512223
2021-07-31,4030797,63983,39512223
2021-08-01,4055076,64120,39512223
2021-08-02,4064889,64139,39512223
2021-08-03,4075002,64183,39512223
2021-08-04,4085255,64241,39512223
2021-08-05,4100408,64277,39512223
2021-08-06,4114388,64313,39512223
2021-08-07,4127135,64352,39512223
2021-08-08,4136743,64368,39512223
2021-08-09,4149824,64382,39512223
2021-08-10,4161113,64021,39512223
2021-08-11,4172305,64086,39512223
2021-08-12,4186677,64142,39512223
2021-08-13,4202403,64190,39512223
2021-08-14,4215569,64229,39512223
2021-08-15,4226281,64257,39512223
2021-08-16,4239644,64271,39512223
2021-08-17,4255007,64338,39512223
2021-08-18,4268836,64434,39512223
2021-08-19,4284241,64557,39512223
2021-08-20,4309627,64647,39512223
2021-08-21,4323642,64723,39512223
2021-08-22,4333425,64746,39512223
2021-08-23,4347481,64769,39512223
2021-08-24,4360704,64866,39512223
2021-08-25,4373928,64999,39512223
2021-08-26,4388510,65111,39512223
2021-08-27,4404807,65223,39512223
2021-08-28,4419212,65327,39512223
2021-08-29,4430561,65350,39512223
2021-08-30,4443432,65388,39512223
2021-08-31,4467709,65517,39512223
2021-09-01,4479583,65683,39512223
2021-09-02,4492188,65809,39512223
